Hour,2019 kwh
3214,3739574.0
3215,3481345.0
3216,3263296.0
3217,3188167.0
3218,3074911.0
3219,3054266.0
3220,3107209.0
3221,3310816.0
3222,3614954.0
3223,3809002.0
3224,3898622.0
3225,3986428.0
3226,4044596.0
3227,4066531.0
3228,4040215.0
3229,4021256.0
3230,4054596.0
3231,4041073.0
3232,4006650.0
3233,3949245.0
3234,3914087.0
3235,3847137.0
3236,3873793.0
3237,3892107.0
3238,3732544.0
3239,3466614.0
3240,3265713.0
3241,3185837.0
3242,3114619.0
3243,3102343.0
3244,3102845.0
3245,3275977.0
3246,3535758.0
3247,3730262.0
3248,3857024.0
3249,3979071.0
3250,4040889.0
3251,4077086.0
3252,4092174.0
3253,4086985.0
3254,4112361.0
3255,4097056.0
3256,4090878.0
3257,4068663.0
3258,4017343.0
3259,3966942.0
3260,4015825.0
3261,4057205.0
3262,3842117.0
3263,3555432.0
3264,3378768.0
3265,3264996.0
3266,3177986.0
3267,3145470.0
3268,3149938.0
3269,3309278.0
3270,3558539.0
3271,3770131.0
3272,3876658.0
3273,3959037.0
3274,4011223.0
3275,4003893.0
3276,3983329.0
3277,3979048.0
3278,3970166.0
3279,3957131.0
3280,3879141.0
3281,3810956.0
3282,3787422.0
3283,3721551.0
3284,3770187.0
3285,3842071.0
3286,3682293.0
3287,3427336.0
3288,3186073.0
3289,3041578.0
3290,2959014.0
3291,2907857.0
3292,2886162.0
3293,2961272.0
3294,3093285.0
3295,3221250.0
3296,3369327.0
3297,3441142.0
3298,3492262.0
3299,3529541.0
3300,3536089.0
3301,3497061.0
3302,3529003.0
3303,3545443.0
3304,3581692.0
3305,3648092.0
3306,3662384.0
3307,3651951.0
3308,3627372.0
3309,3665428.0
3310,3506977.0
3311,3253160.0
3312,3041062.0
3313,2909264.0
3314,2829097.0
3315,2781699.0
3316,2781572.0
3317,2816842.0
3318,2869359.0
3319,2973992.0
3320,3127843.0
3321,3287658.0
3322,3384619.0
3323,3461461.0
3324,3551203.0
3325,3574022.0
3326,3574617.0
3327,3540808.0
3328,3563107.0
3329,3610395.0
3330,3573404.0
3331,3554690.0
3332,3566925.0
3333,3585572.0
3334,3444198.0
3335,3272178.0
3336,3142184.0
3337,3078693.0
3338,3025842.0
3339,2993373.0
3340,3068730.0
3341,3221807.0
3342,3511397.0
3343,3752067.0
3344,3852555.0
3345,3980859.0
3346,4039806.0
3347,4050590.0
3348,4024224.0
3349,4006533.0
3350,4015058.0
3351,3981588.0
3352,3929768.0
3353,3906824.0
3354,3833109.0
3355,3778987.0
3356,3839155.0
3357,3881561.0
3358,3762625.0
3359,3502014.0
3360,3329393.0
3361,3252684.0
3362,3203676.0
3363,3175188.0
3364,3226469.0
3365,3381663.0
3366,3660618.0
3367,3856234.0
3368,3973340.0
3369,4059792.0
3370,4042773.0
3371,4039316.0
3372,4019032.0
3373,3990508.0
3374,4015780.0
3375,3990004.0
3376,3927130.0
3377,3886905.0
3378,3798675.0
3379,3768672.0
3380,3843816.0
3381,3884880.0
3382,3722834.0
3383,3469779.0
3384,3310277.0
3385,3215805.0
3386,3151962.0
3387,3119693.0
3388,3149753.0
3389,3321248.0
3390,3605621.0
3391,3838495.0
3392,3976972.0
3393,4082086.0
3394,4118518.0
3395,4099455.0
3396,4045308.0
3397,4055007.0
3398,4064774.0
3399,4061019.0
3400,4027619.0
3401,4031957.0
3402,4036343.0
3403,3982718.0
3404,4014893.0
3405,4075538.0
3406,3956458.0
3407,3686345.0
3408,3479054.0
3409,3375098.0
3410,3258116.0
3411,3225100.0
3412,3261277.0
3413,3375950.0
3414,3683470.0
3415,3915616.0
3416,4053822.0
3417,4194724.0
3418,4270645.0
3419,4291725.0
3420,4283482.0
3421,4257436.0
3422,4245942.0
3423,4230953.0
3424,4154553.0
3425,4096111.0
3426,4001912.0
3427,3938712.0
3428,3938184.0
3429,3995000.0
3430,3878373.0
3431,3578382.0
3432,3365098.0
3433,3234631.0
3434,3124386.0
3435,3085080.0
3436,3095416.0
3437,3216106.0
3438,3456266.0
3439,3662696.0
3440,3800929.0
3441,3944459.0
3442,3996810.0
3443,4012225.0
3444,3976714.0
3445,3972448.0
3446,3972158.0
3447,3909041.0
3448,3812810.0
3449,3784280.0
3450,3744204.0
3451,3669952.0
3452,3686053.0
3453,3759341.0
3454,3597946.0
3455,3309170.0
3456,3084009.0
3457,2953196.0
3458,2870532.0
3459,2813973.0
3460,2815380.0
3461,2848826.0
3462,2912185.0
3463,3024572.0
3464,3219113.0
3465,3403824.0
3466,3532172.0
3467,3631113.0
3468,3643985.0
3469,3667920.0
3470,3668469.0
3471,3655057.0
3472,3685494.0
3473,3724123.0
3474,3758953.0
3475,3707329.0
3476,3677250.0
3477,3752622.0
3478,3606231.0
3479,3373442.0
3480,3134412.0
3481,2985761.0
3482,2872752.0
3483,2815532.0
3484,2783826.0
3485,2786146.0
3486,2797690.0
3487,2911046.0
3488,3074514.0
3489,3229706.0
3490,3323621.0
3491,3385029.0
3492,3403944.0
3493,3429329.0
3494,3401431.0
3495,3451358.0
3496,3511530.0
3497,3564278.0
3498,3567350.0
3499,3511335.0
3500,3447806.0
3501,3456264.0
3502,3376793.0
3503,3167699.0
3504,2918710.0
3505,2777762.0
3506,2700550.0
3507,2652205.0
3508,2653196.0
3509,2697901.0
3510,2728272.0
3511,2839279.0
3512,2993044.0
3513,3187975.0
3514,3342322.0
3515,3426402.0
3516,3440090.0
3517,3484581.0
3518,3517403.0
3519,3537921.0
3520,3583322.0
3521,3594521.0
3522,3580896.0
3523,3567652.0
3524,3569587.0
3525,3574023.0
3526,3411737.0
3527,3199608.0
3528,3121484.0
3529,3045581.0
3530,3003385.0
3531,3001950.0
3532,3072410.0
3533,3236284.0
3534,3528677.0
3535,3815742.0
3536,4007493.0
3537,4167707.0
3538,4243777.0
3539,4286013.0
3540,4295414.0
3541,4270019.0
3542,4250383.0
3543,4226230.0
3544,4186083.0
3545,4142450.0
3546,4040374.0
3547,3997511.0
3548,4020280.0
3549,4033691.0
3550,3833500.0
3551,3590275.0
3552,3398761.0
3553,3296988.0
3554,3216663.0
3555,3167173.0
3556,3223223.0
3557,3338324.0
3558,3625345.0
3559,3861953.0
3560,4011331.0
3561,4086208.0
3562,4164668.0
3563,4205123.0
3564,4186132.0
3565,4200288.0
3566,4220822.0
3567,4238922.0
3568,4197699.0
3569,4166160.0
3570,4134583.0
3571,4038412.0
3572,4028518.0
3573,4078379.0
3574,3905618.0
3575,3632474.0
3576,3426346.0
3577,3287085.0
3578,3224581.0
3579,3167542.0
3580,3244214.0
3581,3354708.0
3582,3619058.0
3583,3843141.0
3584,4022038.0
3585,4136655.0
3586,4233717.0
3587,4238694.0
3588,4229832.0
3589,4247273.0
3590,4255799.0
3591,4238129.0
3592,4192145.0
3593,4127534.0
3594,4061037.0
3595,3978585.0
3596,3986849.0
3597,4045258.0
3598,3891755.0
3599,3611928.0
3600,3418594.0
3601,3296869.0
3602,3195716.0
3603,3158998.0
3604,3153661.0
3605,3276359.0
3606,3522589.0
3607,3717742.0
3608,3847441.0
3609,3967154.0
3610,4084712.0
3611,4164399.0
3612,4172551.0
3613,4258120.0
3614,4325361.0
3615,4360282.0
3616,4343051.0
3617,4318448.0
3618,4260565.0
3619,4190430.0
3620,4107558.0
3621,4128312.0
3622,3978833.0
3623,3663519.0
3624,3420574.0
3625,3230934.0
3626,3114571.0
3627,3032492.0
3628,3019473.0
3629,3058811.0
3630,3131867.0
3631,3225475.0
3632,3404039.0
3633,3583070.0
3634,3681382.0
3635,3751891.0
3636,3752186.0
3637,3738462.0
3638,3688153.0
3639,3620205.0
3640,3649203.0
3641,3667226.0
3642,3684905.0
3643,3639894.0
3644,3639653.0
3645,3622810.0
3646,3500935.0
3647,3275775.0
3648,3072807.0
3649,2963523.0
3650,2873188.0
3651,2810679.0
3652,2798047.0
3653,2843093.0
3654,2863703.0
3655,2940841.0
3656,3108337.0
3657,3211088.0
3658,3317143.0
3659,3378324.0
3660,3420416.0
3661,3434540.0
3662,3422958.0
3663,3411472.0
3664,3449378.0
3665,3501771.0
3666,3533217.0
3667,3507786.0
3668,3559572.0
3669,3557150.0
3670,3444202.0
3671,3237124.0
3672,3156888.0
3673,3109956.0
3674,3031899.0
3675,3049375.0
3676,3065576.0
3677,3263179.0
3678,3514817.0
3679,3731043.0
3680,3870009.0
3681,3991512.0
3682,4035524.0
3683,4075640.0
3684,4072911.0
3685,4080628.0
3686,4080243.0
3687,4089679.0
3688,4083811.0
3689,4068547.0
3690,4008756.0
3691,3921535.0
3692,3912403.0
3693,3950733.0
3694,3773576.0
3695,3505764.0
3696,3330052.0
3697,3241890.0
3698,3161754.0
3699,3134811.0
3700,3139120.0
3701,3311339.0
3702,3558792.0
3703,3733332.0
3704,3908989.0
3705,4044484.0
3706,4141877.0
3707,4217647.0
3708,4258590.0
3709,4279280.0
3710,4295564.0
3711,4280644.0
3712,4208936.0
3713,4177447.0
3714,4147442.0
3715,4096118.0
3716,4106930.0
3717,4135970.0
3718,3975317.0
3719,3722409.0
3720,3500086.0
3721,3401658.0
3722,3318353.0
3723,3274262.0
3724,3299187.0
3725,3426713.0
3726,3693487.0
3727,3914375.0
3728,4089976.0
3729,4246401.0
3730,4369949.0
3731,4480899.0
3732,4518928.0
3733,4564511.0
3734,4654146.0
3735,4661894.0
3736,4705644.0
3737,4644467.0
3738,4577930.0
3739,4458860.0
3740,4428814.0
3741,4419545.0
3742,4210502.0
3743,3896761.0
3744,3656305.0
3745,3490162.0
3746,3337199.0
3747,3281214.0
3748,3286820.0
3749,3422236.0
3750,3688478.0
3751,3921512.0
3752,4057668.0
3753,4203905.0
3754,4287027.0
3755,4348297.0
3756,4417989.0
3757,4516947.0
3758,4602205.0
3759,4648767.0
3760,4706683.0
3761,4671292.0
3762,4634459.0
3763,4564683.0
3764,4483490.0
3765,4496510.0
3766,4323211.0
3767,4000051.0
3768,3727156.0
3769,3527720.0
3770,3383925.0
3771,3308507.0
3772,3332647.0
3773,3433034.0
3774,3635173.0
3775,3857070.0
3776,4100834.0
3777,4304797.0
3778,4453761.0
3779,4567453.0
3780,4660344.0
3781,4770760.0
3782,4832462.0
3783,4850072.0
3784,4861260.0
3785,4836603.0
3786,4759147.0
3787,4628383.0
3788,4490128.0
3789,4424017.0
3790,4221748.0
3791,3831311.0
3792,3481880.0
3793,3258212.0
3794,3108787.0
3795,3026740.0
3796,2986695.0
3797,3005803.0
3798,3054249.0
3799,3187969.0
3800,3391901.0
3801,3596149.0
3802,3749427.0
3803,3877857.0
3804,3942311.0
3805,4047355.0
3806,4130043.0
3807,4166127.0
3808,4243795.0
3809,4302884.0
3810,4270398.0
3811,4163428.0
3812,4076598.0
3813,4011385.0
3814,3853856.0
3815,3572056.0
3816,3311564.0
3817,3133082.0
3818,3025736.0
3819,2950962.0
3820,2938526.0
3821,2935698.0
3822,2955375.0
3823,3069427.0
3824,3243869.0
3825,3396645.0
3826,3480677.0
3827,3566539.0
3828,3654794.0
3829,3702235.0
3830,3705328.0
3831,3705874.0
3832,3770120.0
3833,3830692.0
3834,3814514.0
3835,3819100.0
3836,3860119.0
3837,3880652.0
3838,3763511.0
3839,3566561.0
3840,3453814.0
3841,3364458.0
3842,3288426.0
3843,3281837.0
3844,3335959.0
3845,3473895.0
3846,3749156.0
3847,3990150.0
3848,4191505.0
3849,4329567.0
3850,4340965.0
3851,4332430.0
3852,4321593.0
3853,4286098.0
3854,4257986.0
3855,4206449.0
3856,4153488.0
3857,4147527.0
3858,4127663.0
3859,4032013.0
3860,3986277.0
3861,3997075.0
3862,3857388.0
3863,3591635.0
3864,3374715.0
3865,3263014.0
3866,3171719.0
3867,3127805.0
3868,3169933.0
3869,3287833.0
3870,3481443.0
3871,3701407.0
3872,3913350.0
3873,4092491.0
3874,4181857.0
3875,4270729.0
3876,4313367.0
3877,4351031.0
3878,4456072.0
3879,4482105.0
3880,4473243.0
3881,4467437.0
3882,4415717.0
3883,4295215.0
3884,4253273.0
3885,4216802.0
3886,4035285.0
3887,3709827.0
3888,3490283.0
3889,3362905.0
3890,3248195.0
3891,3218303.0
3892,3220104.0
3893,3356735.0
3894,3552929.0
3895,3810079.0
3896,3989023.0
3897,4180779.0
3898,4287617.0
3899,4375791.0
3900,4417158.0
3901,4465620.0
3902,4502035.0
3903,4503745.0
3904,4455278.0
3905,4359199.0
3906,4251749.0
3907,4176523.0
3908,4132159.0
3909,4141252.0
3910,3969961.0
3911,3692686.0
3912,3491497.0
3913,3363140.0
3914,3267722.0
3915,3203143.0
3916,3222375.0
3917,3354510.0
3918,3580335.0
3919,3822646.0
3920,3992940.0
3921,4127390.0
3922,4187405.0
3923,4245903.0
3924,4209340.0
3925,4177961.0
3926,4155518.0
3927,4102460.0
3928,4025800.0
3929,3978290.0
3930,3938966.0
3931,3851723.0
3932,3833590.0
3933,3867084.0
3934,3767705.0
3935,3557907.0
3936,3354260.0
3937,3261742.0
3938,3162708.0
3939,3136211.0
3940,3169033.0
3941,3272342.0
3942,3449498.0
3943,3678129.0
3944,3871432.0
3945,4012719.0
3946,4096898.0
3947,4152895.0
3948,4139309.0
3949,4138941.0
3950,4114084.0
3951,4099010.0
3952,4034034.0
3953,4025631.0
3954,3961582.0
3955,3901344.0
3956,3885370.0
3957,3919172.0
3958,3788922.0
3959,3518928.0
3960,3292008.0
3961,3131657.0
3962,3056129.0
3963,2984729.0
3964,2962785.0
3965,3021807.0
3966,3079472.0
3967,3214375.0
3968,3369294.0
3969,3522906.0
3970,3569507.0
3971,3684601.0
3972,3705436.0
3973,3700719.0
3974,3703146.0
3975,3663984.0
3976,3692165.0
3977,3692261.0
3978,3647775.0
3979,3603816.0
3980,3621233.0
3981,3625098.0
3982,3530765.0
3983,3337442.0
3984,3120138.0
3985,2985137.0
3986,2873589.0
3987,2824537.0
3988,2823407.0
3989,2842294.0
3990,2861499.0
3991,2976586.0
3992,3108258.0
3993,3231976.0
3994,3266048.0
3995,3330363.0
3996,3359748.0
3997,3389376.0
3998,3395062.0
3999,3385378.0
4000,3409842.0
4001,3432195.0
4002,3446575.0
4003,3457206.0
4004,3476021.0
4005,3531546.0
4006,3439653.0
4007,3285538.0
4008,3177766.0
4009,3087826.0
4010,3042423.0
4011,3027190.0
4012,3092037.0
4013,3219380.0
4014,3451931.0
4015,3712208.0
4016,3903077.0
4017,4066615.0
4018,4195176.0
4019,4206142.0
4020,4243449.0
4021,4239397.0
4022,4266375.0
4023,4280578.0
4024,4272479.0
4025,4258058.0
4026,4204517.0
4027,4136900.0
4028,4187855.0
4029,4190697.0
4030,4055780.0
4031,3805159.0
4032,3571858.0
4033,3448046.0
4034,3338825.0
4035,3293075.0
4036,3304358.0
4037,3400236.0
4038,3643154.0
4039,3860271.0
4040,4068195.0
4041,4251559.0
4042,4395261.0
4043,4499342.0
4044,4580955.0
4045,4619386.0
4046,4719255.0
4047,4764079.0
4048,4776055.0
4049,4782725.0
4050,4740331.0
4051,4620751.0
4052,4591339.0
4053,4590503.0
4054,4404707.0
4055,4048090.0
4056,3778793.0
4057,3599350.0
4058,3471592.0
4059,3401005.0
4060,3386754.0
4061,3506806.0
4062,3705202.0
4063,3941733.0
4064,4175889.0
4065,4356996.0
4066,4463932.0
4067,4615569.0
4068,4665653.0
4069,4680321.0
4070,4751098.0
4071,4751219.0
4072,4741202.0
4073,4687881.0
4074,4579543.0
4075,4458315.0
4076,4418958.0
4077,4475001.0
4078,4265363.0
4079,3967839.0
4080,3737197.0
4081,3607863.0
4082,3496011.0
4083,3425486.0
4084,3391768.0
4085,3509662.0
4086,3705707.0
4087,3933347.0
4088,4126639.0
4089,4238667.0
4090,4302423.0
4091,4359698.0
4092,4322880.0
4093,4344479.0
4094,4343263.0
4095,4309438.0
4096,4250023.0
4097,4228520.0
4098,4171192.0
4099,4080590.0
4100,4115724.0
4101,4104619.0
4102,3991590.0
4103,3735011.0
4104,3543870.0
4105,3412679.0
4106,3314653.0
4107,3279756.0
4108,3295736.0
4109,3397802.0
4110,3541885.0
4111,3745151.0
4112,3976384.0
4113,4126578.0
4114,4256698.0
4115,4333279.0
4116,4386890.0
4117,4432542.0
4118,4506804.0
4119,4498636.0
4120,4523511.0
4121,4476028.0
4122,4416039.0
4123,4273280.0
4124,4154692.0
4125,4153076.0
4126,3994899.0
4127,3701414.0
4128,3445440.0
4129,3270330.0
4130,3117385.0
4131,3033223.0
4132,3010275.0
4133,3061236.0
4134,3062207.0
4135,3212257.0
4136,3383520.0
4137,3562007.0
4138,3682859.0
4139,3785520.0
4140,3849977.0
4141,3915252.0
4142,3967961.0
4143,4016522.0
4144,4050893.0
4145,4152639.0
4146,4165287.0
4147,4134558.0
4148,4019228.0
4149,3905255.0
4150,3777258.0
4151,3493419.0
4152,3244316.0
4153,3071155.0
4154,2951155.0
4155,2884533.0
4156,2853827.0
4157,2873577.0
4158,2868172.0
4159,2970449.0
4160,3155826.0
4161,3332842.0
4162,3482294.0
4163,3640816.0
4164,3783599.0
4165,3919129.0
4166,4052291.0
4167,4142285.0
4168,4290713.0
4169,4348745.0
4170,4363991.0
4171,4299077.0
4172,4298915.0
4173,4300174.0
4174,4176748.0
4175,3915064.0
4176,3728266.0
4177,3566477.0
4178,3468279.0
4179,3419430.0
4180,3430793.0
4181,3604422.0
4182,3809854.0
4183,4080556.0
4184,4342178.0
4185,4552489.0
4186,4745185.0
4187,4880522.0
4188,4966608.0
4189,5010402.0
4190,5019742.0
4191,4987893.0
4192,4885856.0
4193,4837680.0
4194,4729262.0
4195,4624917.0
4196,4591662.0
4197,4537848.0
4198,4347600.0
4199,4021818.0
4200,3762344.0
4201,3603335.0
4202,3470726.0
4203,3402748.0
4204,3419315.0
4205,3517730.0
4206,3721378.0
4207,3978147.0
4208,4193273.0
4209,4405702.0
4210,4552151.0
4211,4677249.0
4212,4742887.0
4213,4852861.0
4214,4966209.0
4215,5057687.0
4216,5158996.0
4217,5127645.0
4218,5022173.0
4219,4833417.0
4220,4715349.0
4221,4637663.0
4222,4414418.0
4223,4099262.0
4224,3834384.0
4225,3667883.0
4226,3556657.0
4227,3488116.0
4228,3487001.0
4229,3612251.0
4230,3778403.0
4231,4057535.0
4232,4357210.0
4233,4625786.0
4234,4848373.0
4235,4987641.0
4236,5120723.0
4237,5263477.0
4238,5391753.0
4239,5479254.0
4240,5563419.0
4241,5524303.0
4242,5439664.0
4243,5280346.0
4244,5179211.0
4245,5052392.0
4246,4790927.0
4247,4372215.0
4248,4023858.0
4249,3805869.0
4250,3649667.0
4251,3584043.0
4252,3558056.0
4253,3642668.0
4254,3849395.0
4255,4111117.0
4256,4407751.0
4257,4717256.0
4258,4969137.0
4259,5222102.0
4260,5372222.0
4261,5569791.0
4262,5737707.0
4263,5888097.0
4264,5972799.0
4265,5997052.0
4266,5981442.0
4267,5818012.0
4268,5667164.0
4269,5596482.0
4270,5291966.0
4271,4848271.0
4272,4438869.0
4273,4193896.0
4274,3981447.0
4275,3846784.0
4276,3808321.0
4277,3876471.0
4278,4059058.0
4279,4350332.0
4280,4623969.0
4281,4824519.0
4282,4973691.0
4283,5147881.0
4284,5319215.0
4285,5527017.0
4286,5717603.0
4287,5787185.0
4288,5838916.0
4289,5772758.0
4290,5576786.0
4291,5383290.0
4292,5289536.0
4293,5258825.0
4294,5049788.0
4295,4628641.0
4296,4241205.0
4297,3949134.0
4298,3751869.0
4299,3645874.0
4300,3540260.0
4301,3563605.0
4302,3608751.0
4303,3773719.0
4304,4057225.0
4305,4414589.0
4306,4698163.0
4307,4921889.0
4308,5103539.0
4309,5303652.0
4310,5454709.0
4311,5551053.0
4312,5684288.0
4313,5704340.0
4314,5684598.0
4315,5571713.0
4316,5348703.0
4317,5104747.0
4318,4841341.0
4319,4449597.0
4320,4029038.0
4321,3723127.0
4322,3526062.0
4323,3409320.0
4324,3323451.0
4325,3334722.0
4326,3326946.0
4327,3454396.0
4328,3711192.0
4329,3994372.0
4330,4278438.0
4331,4473999.0
4332,4746863.0
4333,4949507.0
4334,5108558.0
4335,5214677.0
4336,5265346.0
4337,5303184.0
4338,5342062.0
4339,5293450.0
4340,5195160.0
4341,5039750.0
4342,4830690.0
4343,4415585.0
4344,4114626.0
4345,3873032.0
4346,3699760.0
4347,3627043.0
4348,3607618.0
4349,3716029.0
4350,3932615.0
4351,4225262.0
4352,4575542.0
4353,4952801.0
4354,5237769.0
4355,5504920.0
4356,5759177.0
4357,5984264.0
4358,6203415.0
4359,6365985.0
4360,6476937.0
4361,6479060.0
4362,6440484.0
4363,6267300.0
4364,6041292.0
4365,5929001.0
4366,5557177.0
4367,5062306.0
4368,4643701.0
4369,4347467.0
4370,4111043.0
4371,4004976.0
4372,3940902.0
4373,4067111.0
4374,4259402.0
4375,4569372.0
4376,4841742.0
4377,5060974.0
4378,5257968.0
4379,5547808.0
4380,5760727.0
4381,6016190.0
4382,6234812.0
4383,6404019.0
4384,6523946.0
4385,6563006.0
4386,6344457.0
4387,5994080.0
4388,5696649.0
4389,5455587.0
4390,5142059.0
4391,4749982.0
4392,4385207.0
4393,4118339.0
4394,3965288.0
4395,3857543.0
4396,3836032.0
4397,3959994.0
4398,4154587.0
4399,4410162.0
4400,4706284.0
4401,5028608.0
4402,5304167.0
4403,5514791.0
4404,5730885.0
4405,5887150.0
4406,6055890.0
4407,6169310.0
4408,6282239.0
4409,6297190.0
4410,6164860.0
4411,5977547.0
4412,5765615.0
4413,5529831.0
4414,5244006.0
4415,4803690.0
4416,4312900.0
4417,3969670.0
4418,3726892.0
4419,3588342.0
4420,3513315.0
4421,3494119.0
4422,3501616.0
4423,3649339.0
4424,3926295.0
4425,4315573.0
4426,4709107.0
4427,5037167.0
4428,5334121.0
4429,5545304.0
4430,5647225.0
4431,5735041.0
4432,5712279.0
4433,5705145.0
4434,5648238.0
4435,5524516.0
4436,5352199.0
4437,5158237.0
4438,4940663.0
4439,4710259.0
4440,4381622.0
4441,4109319.0
4442,3888122.0
4443,3777838.0
4444,3714024.0
4445,3755938.0
4446,3836621.0
4447,4124022.0
4448,4543173.0
4449,5014983.0
4450,5406060.0
4451,5658569.0
4452,5847525.0
4453,5955727.0
4454,6016733.0
4455,6017086.0
4456,6035540.0
4457,5974988.0
4458,5888084.0
4459,5749681.0
4460,5567374.0
4461,5442898.0
4462,5205480.0
4463,4892399.0
4464,4476414.0
4465,4149678.0
4466,3929724.0
4467,3777924.0
4468,3683510.0
4469,3655483.0
4470,3686068.0
4471,3859538.0
4472,4146233.0
4473,4508636.0
4474,4811564.0
4475,5028974.0
4476,5245754.0
4477,5386849.0
4478,5464136.0
4479,5515739.0
4480,5539460.0
4481,5572034.0
4482,5483413.0
4483,5261765.0
4484,5015362.0
4485,4841086.0
4486,4644664.0
4487,4290693.0
4488,3911681.0
4489,3622074.0
4490,3408061.0
4491,3290732.0
4492,3211193.0
4493,3212595.0
4494,3199255.0
4495,3284835.0
4496,3517955.0
4497,3748598.0
4498,3976812.0
4499,4196854.0
4500,4452988.0
4501,4603245.0
4502,4750704.0
4503,4900454.0
4504,5005483.0
4505,5114898.0
4506,5111998.0
4507,4989904.0
4508,4768309.0
4509,4610032.0
4510,4350954.0
4511,3974745.0
4512,3706525.0
4513,3510729.0
4514,3395155.0
4515,3323586.0
4516,3318009.0
4517,3406133.0
4518,3600408.0
4519,3838824.0
4520,4056162.0
4521,4309769.0
4522,4510618.0
4523,4675487.0
4524,4798122.0
4525,4941366.0
4526,5145017.0
4527,5241183.0
4528,5311871.0
4529,5350849.0
4530,5334495.0
4531,5154890.0
4532,4998279.0
4533,4865828.0
4534,4611375.0
4535,4191759.0
4536,3882974.0
4537,3671869.0
4538,3520333.0
4539,3421566.0
4540,3408515.0
4541,3511262.0
4542,3697785.0
4543,3917361.0
4544,4163263.0
4545,4430537.0
4546,4684857.0
4547,4838063.0
4548,5000665.0
4549,5193954.0
4550,5440398.0
4551,5616198.0
4552,5762606.0
4553,5857565.0
4554,5793263.0
4555,5660510.0
4556,5488096.0
4557,5300690.0
4558,4985068.0
4559,4517313.0
4560,4210283.0
4561,3963001.0
4562,3784659.0
4563,3672635.0
4564,3660404.0
4565,3750500.0
4566,3956296.0
4567,4220582.0
4568,4507896.0
4569,4842691.0
4570,5178675.0
4571,5534967.0
4572,5832994.0
4573,6101049.0
4574,6409315.0
4575,6612120.0
4576,6737655.0
4577,6841707.0
4578,6804445.0
4579,6645680.0
4580,6477256.0
4581,6288458.0
4582,5975913.0
4583,5519179.0
4584,5069153.0
4585,4723988.0
4586,4438111.0
4587,4243648.0
4588,4122662.0
4589,4134347.0
4590,4288678.0
4591,4595714.0
4592,4929105.0
4593,5222232.0
4594,5425039.0
4595,5614355.0
4596,5708275.0
4597,5813043.0
4598,5895675.0
4599,5961723.0
4600,6004877.0
4601,5894984.0
4602,5695990.0
4603,5396644.0
4604,5140934.0
4605,4894534.0
4606,4666230.0
4607,4284517.0
4608,3934609.0
4609,3712140.0
4610,3579092.0
4611,3475071.0
4612,3458782.0
4613,3558635.0
4614,3727664.0
4615,3961835.0
4616,4166757.0
4617,4362542.0
4618,4499642.0
4619,4601156.0
4620,4683007.0
4621,4822158.0
4622,4972862.0
4623,5076994.0
4624,5224621.0
4625,5284626.0
4626,5279360.0
4627,5168103.0
4628,4992270.0
4629,4850332.0
4630,4627136.0
4631,4268772.0
4632,3881083.0
4633,3666139.0
4634,3533572.0
4635,3415437.0
4636,3375191.0
4637,3402195.0
4638,3490705.0
4639,3641613.0
4640,3884066.0
4641,4258770.0
4642,4580374.0
4643,4849380.0
4644,5132594.0
4645,5374053.0
4646,5581909.0
4647,5705964.0
4648,5804972.0
4649,5851885.0
4650,5828615.0
4651,5670110.0
4652,5399082.0
4653,5129875.0
4654,4868711.0
4655,4440880.0
4656,4040589.0
4657,3752763.0
4658,3563837.0
4659,3405565.0
4660,3324510.0
4661,3306074.0
4662,3270641.0
4663,3352175.0
4664,3623854.0
4665,3874040.0
4666,4160787.0
4667,4405402.0
4668,4633854.0
4669,4816198.0
4670,5002607.0
4671,5159060.0
4672,5323474.0
4673,5534493.0
4674,5591078.0
4675,5498979.0
4676,5330056.0
4677,5088551.0
4678,4813776.0
4679,4405039.0
4680,4111096.0
4681,3880960.0
4682,3740714.0
4683,3649932.0
4684,3652483.0
4685,3775129.0
4686,4024090.0
4687,4313702.0
4688,4662302.0
4689,5025029.0
4690,5345614.0
4691,5697136.0
4692,5976768.0
4693,6311164.0
4694,6531924.0
4695,6655956.0
4696,6658234.0
4697,6647126.0
4698,6572609.0
4699,6430443.0
4700,6212487.0
4701,6032995.0
4702,5753784.0
4703,5278293.0
4704,4876507.0
4705,4585446.0
4706,4360779.0
4707,4220075.0
4708,4153056.0
4709,4251440.0
4710,4461916.0
4711,4780075.0
4712,5079144.0
4713,5339460.0
4714,5513975.0
4715,5647254.0
4716,5782598.0
4717,5869592.0
4718,5954874.0
4719,6050031.0
4720,6114605.0
4721,6133970.0
4722,6048123.0
4723,5867231.0
4724,5769128.0
4725,5707583.0
4726,5450906.0
4727,5030767.0
4728,4687313.0
4729,4421274.0
4730,4236543.0
4731,4137319.0
4732,4116725.0
4733,4243155.0
4734,4470245.0
4735,4742633.0
4736,5052869.0
4737,5406590.0
4738,5726103.0
4739,5971008.0
4740,6199842.0
4741,6418726.0
4742,6631735.0
4743,6783173.0
4744,6866516.0
4745,6874138.0
4746,6779434.0
4747,6533063.0
4748,6287909.0
4749,6086674.0
4750,5739744.0
4751,5279415.0
4752,4882145.0
4753,4577552.0
4754,4333012.0
4755,4213655.0
4756,4161907.0
4757,4242022.0
4758,4456547.0
4759,4773325.0
4760,5035539.0
4761,5307206.0
4762,5506778.0
4763,5718933.0
4764,5801641.0
4765,5825144.0
4766,5774251.0
4767,5873813.0
