Hour,2019 kwh
6322,4113871.0
6323,4459126.0
6324,4704508.0
6325,4860569.0
6326,4941580.0
6327,4881087.0
6328,4823309.0
6329,4823387.0
6330,4689928.0
6331,4614464.0
6332,4631037.0
6333,4505591.0
6334,4250599.0
6335,3985333.0
6336,3726427.0
6337,3542250.0
6338,3439584.0
6339,3334642.0
6340,3293574.0
6341,3321806.0
6342,3389436.0
6343,3502741.0
6344,3622521.0
6345,3777595.0
6346,3907426.0
6347,4102830.0
6348,4309568.0
6349,4458855.0
6350,4525740.0
6351,4527894.0
6352,4542432.0
6353,4539883.0
6354,4511665.0
6355,4458202.0
6356,4479710.0
6357,4318378.0
6358,4104563.0
6359,3866392.0
6360,3697229.0
6361,3594596.0
6362,3475142.0
6363,3429342.0
6364,3453162.0
6365,3600596.0
6366,3925945.0
6367,4166721.0
6368,4276773.0
6369,4381437.0
6370,4433740.0
6371,4478073.0
6372,4528769.0
6373,4535947.0
6374,4561941.0
6375,4543642.0
6376,4487794.0
6377,4419353.0
6378,4287672.0
6379,4223892.0
6380,4307835.0
6381,4193537.0
6382,3870334.0
6383,3619308.0
6384,3428672.0
6385,3309749.0
6386,3223401.0
6387,3177325.0
6388,3215863.0
6389,3364285.0
6390,3674879.0
6391,3902218.0
6392,4009339.0
6393,4120767.0
6394,4265571.0
6395,4356352.0
6396,4420506.0
6397,4456555.0
6398,4489058.0
6399,4504709.0
6400,4512850.0
6401,4462512.0
6402,4387562.0
6403,4355276.0
6404,4437904.0
6405,4258394.0
6406,4005011.0
6407,3759263.0
6408,3555922.0
6409,3454591.0
6410,3372809.0
6411,3315511.0
6412,3334937.0
6413,3462940.0
6414,3783202.0
6415,4009876.0
6416,4091330.0
6417,4227147.0
6418,4301770.0
6419,4320861.0
6420,4330799.0
6421,4358050.0
6422,4398934.0
6423,4414756.0
6424,4410064.0
6425,4392549.0
6426,4330298.0
6427,4323915.0
6428,4414430.0
6429,4254750.0
6430,4029967.0
6431,3741681.0
6432,3545485.0
6433,3435020.0
6434,3325133.0
6435,3236656.0
6436,3273495.0
6437,3393747.0
6438,3698748.0
6439,3899506.0
6440,3943201.0
6441,4070119.0
6442,4165694.0
6443,4167789.0
6444,4178062.0
6445,4205271.0
6446,4241311.0
6447,4224027.0
6448,4208809.0
6449,4171983.0
6450,4073467.0
6451,4038926.0
6452,4106273.0
6453,3961860.0
6454,3700267.0
6455,3437785.0
6456,3258230.0
6457,3167308.0
6458,3086446.0
6459,3036416.0
6460,3078083.0
6461,3215402.0
6462,3505249.0
6463,3753062.0
6464,3842806.0
6465,3971856.0
6466,3992234.0
6467,3969795.0
6468,3985557.0
6469,3970133.0
6470,4009206.0
6471,3990230.0
6472,3923374.0
6473,3899425.0
6474,3852173.0
6475,3903413.0
6476,3929894.0
6477,3797949.0
6478,3609323.0
6479,3381745.0
6480,3206028.0
6481,3073859.0
6482,3005062.0
6483,2961838.0
6484,2961149.0
6485,3007474.0
6486,3129823.0
6487,3263113.0
6488,3399554.0
6489,3520553.0
6490,3575274.0
6491,3599340.0
6492,3590685.0
6493,3590894.0
6494,3565999.0
6495,3507468.0
6496,3496794.0
6497,3513523.0
6498,3506940.0
6499,3564769.0
6500,3627188.0
6501,3522624.0
6502,3339502.0
6503,3129670.0
6504,2966680.0
6505,2849050.0
6506,2769860.0
6507,2726573.0
6508,2719082.0
6509,2764132.0
6510,2841433.0
6511,2976501.0
6512,3131219.0
6513,3252827.0
6514,3331450.0
6515,3396475.0
6516,3452585.0
6517,3433580.0
6518,3423886.0
6519,3439590.0
6520,3444214.0
6521,3526279.0
6522,3567172.0
6523,3666797.0
6524,3635965.0
6525,3496995.0
6526,3343081.0
6527,3197934.0
6528,3087572.0
6529,3043312.0
6530,2992682.0
6531,2989519.0
6532,3031393.0
6533,3211999.0
6534,3542742.0
6535,3811160.0
6536,3929953.0
6537,4055086.0
6538,4097831.0
6539,4115424.0
6540,4177867.0
6541,4264632.0
6542,4352036.0
6543,4465231.0
6544,4585972.0
6545,4648606.0
6546,4640435.0
6547,4662787.0
6548,4749843.0
6549,4568536.0
6550,4344939.0
6551,4031242.0
6552,3826419.0
6553,3644593.0
6554,3527899.0
6555,3463455.0
6556,3473365.0
6557,3607883.0
6558,3933518.0
6559,4220519.0
6560,4374788.0
6561,4549739.0
6562,4693309.0
6563,4789141.0
6564,4843838.0
6565,4851084.0
6566,4870543.0
6567,4875191.0
6568,4822311.0
6569,4796980.0
6570,4731760.0
6571,4750436.0
6572,4731975.0
6573,4552213.0
6574,4255732.0
6575,4002004.0
6576,3755785.0
6577,3630204.0
6578,3559942.0
6579,3468248.0
6580,3467527.0
6581,3594692.0
6582,3926804.0
6583,4165970.0
6584,4244242.0
6585,4326750.0
6586,4322631.0
6587,4309294.0
6588,4267472.0
6589,4216485.0
6590,4199891.0
6591,4123750.0
6592,4113046.0
6593,4072451.0
6594,4017114.0
6595,4057244.0
6596,4054073.0
6597,3924642.0
6598,3696437.0
6599,3460500.0
6600,3294784.0
6601,3195280.0
6602,3134799.0
6603,3095872.0
6604,3148333.0
6605,3291581.0
6606,3599266.0
6607,3846027.0
6608,3984673.0
6609,4080314.0
6610,4106363.0
6611,4092020.0
6612,4092238.0
6613,4131059.0
6614,4106228.0
6615,4099111.0
6616,4044711.0
6617,3986408.0
6618,3940568.0
6619,4013404.0
6620,4041434.0
6621,3903537.0
6622,3691282.0
6623,3447844.0
6624,3290073.0
6625,3177126.0
6626,3101210.0
6627,3077549.0
6628,3099508.0
6629,3257042.0
6630,3528800.0
6631,3768848.0
6632,3850738.0
6633,3924222.0
6634,3935100.0
6635,3927332.0
6636,3884640.0
6637,3880303.0
6638,3858120.0
6639,3820849.0
6640,3747954.0
6641,3704691.0
6642,3690105.0
6643,3773862.0
6644,3818543.0
6645,3723585.0
6646,3545972.0
6647,3289869.0
6648,3061317.0
6649,2939010.0
6650,2880258.0
6651,2836166.0
6652,2856318.0
6653,2906319.0
6654,3047871.0
6655,3190247.0
6656,3301796.0
6657,3385976.0
6658,3417268.0
6659,3424508.0
6660,3407770.0
6661,3364444.0
6662,3340921.0
6663,3307725.0
6664,3322320.0
6665,3338007.0
6666,3388281.0
6667,3524699.0
6668,3553225.0
6669,3458256.0
6670,3285933.0
6671,3091391.0
6672,2946855.0
6673,2840801.0
6674,2778620.0
6675,2740930.0
6676,2752746.0
6677,2790334.0
6678,2878035.0
6679,3007153.0
6680,3093865.0
6681,3183923.0
6682,3246102.0
6683,3287351.0
6684,3316993.0
6685,3321960.0
6686,3313282.0
6687,3353091.0
6688,3361349.0
6689,3424562.0
6690,3451194.0
6691,3579443.0
6692,3633639.0
6693,3494598.0
6694,3330099.0
6695,3173089.0
6696,3077359.0
6697,3025871.0
6698,2957551.0
6699,2948664.0
6700,3002362.0
6701,3169269.0
6702,3534485.0
6703,3797414.0
6704,3878516.0
6705,3960755.0
6706,3993677.0
6707,3984213.0
6708,4028979.0
6709,4040909.0
6710,4051133.0
6711,4018952.0
6712,4013111.0
6713,3982070.0
6714,3930945.0
6715,3995010.0
6716,4014390.0
6717,3891057.0
6718,3645213.0
6719,3398939.0
6720,3247384.0
6721,3163744.0
6722,3094751.0
6723,3080197.0
6724,3110413.0
6725,3278585.0
6726,3602745.0
6727,3864065.0
6728,3941383.0
6729,4016928.0
6730,3999085.0
6731,4011118.0
6732,4009398.0
6733,4011085.0
6734,4011950.0
6735,4008363.0
6736,4003589.0
6737,3961911.0
6738,3904046.0
6739,3965815.0
6740,4022287.0
6741,3872962.0
6742,3628780.0
6743,3392928.0
6744,3229768.0
6745,3170470.0
6746,3094925.0
6747,3058748.0
6748,3116750.0
6749,3264211.0
6750,3566088.0
6751,3836608.0
6752,3902267.0
6753,3974699.0
6754,4006518.0
6755,4026130.0
6756,4046671.0
6757,4032146.0
6758,4056118.0
6759,4058463.0
6760,4030413.0
6761,3969266.0
6762,3948409.0
6763,4043416.0
6764,4068626.0
6765,3913551.0
6766,3675870.0
6767,3469534.0
6768,3270855.0
6769,3175502.0
6770,3105888.0
6771,3076794.0
6772,3109659.0
6773,3282068.0
6774,3607274.0
6775,3837525.0
6776,3897146.0
6777,3980982.0
6778,4040465.0
6779,4063058.0
6780,4059385.0
6781,4091820.0
6782,4117143.0
6783,4108780.0
6784,4105752.0
6785,4045277.0
6786,4016958.0
6787,4100924.0
6788,4118206.0
6789,3973370.0
6790,3696726.0
6791,3444310.0
6792,3265870.0
6793,3173416.0
6794,3089876.0
6795,3043717.0
6796,3067688.0
6797,3214974.0
6798,3510575.0
6799,3769227.0
6800,3882793.0
6801,3966356.0
6802,4053485.0
6803,4035487.0
6804,4001584.0
6805,4003513.0
6806,3995620.0
6807,3957795.0
6808,3905537.0
6809,3870195.0
6810,3835691.0
6811,3848778.0
6812,3808526.0
6813,3682759.0
6814,3475466.0
6815,3224206.0
6816,3030297.0
6817,2915195.0
6818,2842010.0
6819,2816597.0
6820,2812929.0
6821,2867043.0
6822,3001179.0
6823,3174452.0
6824,3299602.0
6825,3409322.0
6826,3474730.0
6827,3457278.0
6828,3415833.0
6829,3365603.0
6830,3333881.0
6831,3287267.0
6832,3260353.0
6833,3303970.0
6834,3361353.0
6835,3480354.0
6836,3538142.0
6837,3448834.0
6838,3300115.0
6839,3105691.0
6840,2957814.0
6841,2865331.0
6842,2803856.0
6843,2753685.0
6844,2761334.0
6845,2810589.0
6846,2892827.0
6847,3047901.0
6848,3159638.0
6849,3253198.0
6850,3309297.0
6851,3331657.0
6852,3372168.0
6853,3369029.0
6854,3354255.0
6855,3361444.0
6856,3407076.0
6857,3485813.0
6858,3586560.0
6859,3662810.0
6860,3650294.0
6861,3516766.0
6862,3317758.0
6863,3171233.0
6864,3060412.0
6865,3000244.0
6866,2966575.0
6867,2945304.0
6868,3013338.0
6869,3210376.0
6870,3546039.0
6871,3811827.0
6872,3922851.0
6873,3978649.0
6874,4003092.0
6875,3973920.0
6876,3982776.0
6877,3938671.0
6878,3950311.0
6879,3892871.0
6880,3870983.0
6881,3824888.0
6882,3846165.0
6883,3956007.0
6884,4007822.0
6885,3898290.0
6886,3659697.0
6887,3446746.0
6888,3311327.0
6889,3209508.0
6890,3175801.0
6891,3146156.0
6892,3196014.0
6893,3368354.0
6894,3661051.0
6895,3933345.0
6896,4028444.0
6897,4063280.0
6898,4030811.0
6899,4002789.0
6900,4014945.0
6901,3979042.0
6902,4002403.0
6903,3984570.0
6904,3978864.0
6905,3999488.0
6906,4004349.0
6907,4058360.0
6908,4003853.0
6909,3857660.0
6910,3639762.0
6911,3414227.0
6912,3263574.0
6913,3146669.0
6914,3095771.0
6915,3067329.0
6916,3118579.0
6917,3291427.0
6918,3579272.0
6919,3894705.0
6920,3971532.0
6921,4036505.0
6922,4094777.0
6923,4086320.0
6924,4079379.0
6925,4042205.0
6926,4050812.0
6927,4015114.0
6928,4003372.0
6929,3972304.0
6930,4009134.0
6931,4085977.0
6932,4066378.0
6933,3930543.0
6934,3706921.0
6935,3456546.0
6936,3305095.0
6937,3207711.0
6938,3153490.0
6939,3128117.0
6940,3159988.0
6941,3320575.0
6942,3638919.0
6943,3935898.0
6944,4005658.0
6945,4053949.0
6946,4086336.0
6947,4076942.0
6948,4043039.0
6949,4035535.0
6950,3973345.0
6951,3938242.0
6952,3883838.0
6953,3842561.0
6954,3867011.0
6955,4009237.0
6956,3998837.0
6957,3859039.0
6958,3658110.0
6959,3419831.0
6960,3276068.0
6961,3192929.0
6962,3115927.0
6963,3115469.0
6964,3163425.0
6965,3290421.0
6966,3585383.0
6967,3871147.0
6968,3922744.0
6969,4001146.0
6970,3959395.0
6971,3916310.0
6972,3884133.0
6973,3847322.0
6974,3807480.0
6975,3722546.0
6976,3665814.0
6977,3598288.0
6978,3598953.0
6979,3743822.0
6980,3755834.0
6981,3649707.0
6982,3485047.0
6983,3281913.0
6984,3099853.0
6985,2963004.0
6986,2893245.0
6987,2864491.0
6988,2875758.0
6989,2937622.0
6990,3074104.0
6991,3246269.0
6992,3318908.0
6993,3389917.0
6994,3391817.0
6995,3377567.0
6996,3338295.0
6997,3311411.0
6998,3292495.0
6999,3262554.0
7000,3282307.0
7001,3327723.0
7002,3392930.0
7003,3513841.0
7004,3492277.0
7005,3391298.0
7006,3260611.0
7007,3068889.0
7008,2898451.0
7009,2796947.0
7010,2735765.0
7011,2691869.0
7012,2712560.0
7013,2767839.0
7014,2873413.0
7015,3019686.0
7016,3140960.0
7017,3182210.0
7018,3208256.0
7019,3239408.0
7020,3260225.0
7021,3275457.0
7022,3262703.0
7023,3264944.0
7024,3292942.0
7025,3367996.0
7026,3441407.0
7027,3602650.0
7028,3601752.0
7029,3454237.0
7030,3270423.0
7031,3086527.0
7032,3024187.0
7033,2954532.0
7034,2924772.0
7035,2948179.0
7036,3029553.0
7037,3209330.0
7038,3527821.0
7039,3839027.0
7040,3967588.0
7041,4047429.0
7042,4056067.0
7043,4064577.0
7044,4059114.0
7045,4042029.0
7046,4035652.0
7047,4025848.0
7048,3999333.0
7049,3988614.0
7050,4014840.0
7051,4039885.0
7052,4041390.0
7053,3866290.0
7054,3639042.0
7055,3432848.0
7056,3256944.0
7057,3143977.0
7058,3104689.0
7059,3081941.0
7060,3092258.0
7061,3296261.0
7062,3597322.0
7063,3872833.0
7064,3954854.0
7065,4029446.0
7066,4076251.0
7067,4054094.0
7068,4057941.0
7069,4037327.0
7070,4014216.0
7071,3998632.0
7072,3946820.0
7073,3979884.0
7074,4004611.0
7075,4088137.0
7076,4066181.0
7077,3947658.0
7078,3672720.0
7079,3465826.0
7080,3297623.0
7081,3218877.0
7082,3138053.0
7083,3128762.0
7084,3177773.0
7085,3337238.0
7086,3659323.0
7087,3929653.0
7088,4000515.0
7089,4057519.0
7090,4018962.0
7091,3978017.0
7092,3940986.0
7093,3921807.0
7094,3904737.0
7095,3867630.0
7096,3826033.0
7097,3824772.0
7098,3868223.0
7099,3989586.0
7100,4000135.0
7101,3869741.0
7102,3671552.0
7103,3426647.0
7104,3297492.0
7105,3188510.0
7106,3114955.0
7107,3089300.0
7108,3147579.0
7109,3294715.0
7110,3606200.0
7111,3908872.0
7112,3973219.0
7113,4002396.0
7114,4016339.0
7115,4003144.0
7116,3943153.0
7117,3927372.0
7118,3923762.0
7119,3867182.0
7120,3856200.0
7121,3836773.0
7122,3870301.0
7123,3982642.0
7124,3960014.0
7125,3862285.0
7126,3626512.0
7127,3400760.0
7128,3242867.0
7129,3167206.0
7130,3093103.0
7131,3073306.0
7132,3121262.0
7133,3272326.0
7134,3557624.0
7135,3828006.0
7136,3935725.0
7137,4005014.0
7138,4015394.0
7139,3991914.0
7140,3928068.0
7141,3875591.0
7142,3845850.0
7143,3786394.0
7144,3709254.0
7145,3689532.0
7146,3744736.0
7147,3818164.0
7148,3836783.0
7149,3748311.0
7150,3565619.0
7151,3352202.0
7152,3151150.0
7153,3043523.0
7154,2988715.0
7155,2960146.0
7156,2969447.0
7157,3036838.0
7158,3171233.0
7159,3358135.0
7160,3506286.0
7161,3545666.0
7162,3601671.0
7163,3564967.0
7164,3495553.0
7165,3466639.0
7166,3429243.0
7167,3443390.0
7168,3474085.0
7169,3528877.0
7170,3611320.0
7171,3643726.0
7172,3620122.0
7173,3508246.0
7174,3347263.0
7175,3166705.0
7176,2997116.0
7177,2891341.0
7178,2809257.0
7179,2773401.0
7180,2774610.0
7181,2811699.0
7182,2895802.0
7183,3057562.0
7184,3186891.0
7185,3255026.0
7186,3325544.0
7187,3396531.0
7188,3417668.0
7189,3408517.0
7190,3377013.0
7191,3306076.0
7192,3334027.0
7193,3377567.0
7194,3484907.0
7195,3651622.0
7196,3679515.0
7197,3578623.0
7198,3410800.0
7199,3232157.0
7200,3173605.0
7201,3123708.0
7202,3084981.0
7203,3086773.0
7204,3166434.0
7205,3347097.0
7206,3674769.0
7207,3949468.0
7208,4077069.0
7209,4101418.0
7210,4146624.0
7211,4121489.0
7212,4073655.0
7213,4048347.0
7214,4033367.0
7215,4025244.0
7216,4011482.0
7217,4012217.0
7218,4049207.0
7219,4109885.0
7220,4072001.0
7221,3929098.0
7222,3705665.0
7223,3482544.0
7224,3326809.0
7225,3230534.0
7226,3165428.0
7227,3138783.0
7228,3180598.0
7229,3360105.0
7230,3684544.0
7231,3978567.0
7232,4084976.0
7233,4126622.0
7234,4130514.0
7235,4134068.0
7236,4103286.0
7237,4062208.0
7238,4075720.0
7239,4039179.0
7240,4033053.0
7241,4045980.0
7242,4097605.0
7243,4154710.0
7244,4136415.0
7245,4003170.0
7246,3791993.0
7247,3561640.0
7248,3400253.0
7249,3302435.0
7250,3240434.0
7251,3218160.0
7252,3281046.0
7253,3448288.0
7254,3764286.0
7255,4051312.0
7256,4187421.0
7257,4241184.0
7258,4283195.0
7259,4259711.0
7260,4180185.0
7261,4179417.0
7262,4169097.0
7263,4131507.0
7264,4139514.0
7265,4154307.0
7266,4156495.0
7267,4200600.0
7268,4187749.0
7269,4026035.0
7270,3818015.0
7271,3601141.0
7272,3423756.0
7273,3336375.0
7274,3265856.0
7275,3247650.0
7276,3278903.0
7277,3446699.0
7278,3759942.0
7279,4064748.0
7280,4194396.0
7281,4281415.0
7282,4318951.0
7283,4322867.0
7284,4272583.0
7285,4248424.0
7286,4239687.0
7287,4228050.0
7288,4214828.0
7289,4143157.0
7290,4144046.0
7291,4169569.0
7292,4133258.0
7293,4038846.0
7294,3841443.0
7295,3617589.0
7296,3449043.0
7297,3372742.0
7298,3308879.0
7299,3278203.0
7300,3326977.0
7301,3476442.0
7302,3758658.0
7303,4021389.0
7304,4139825.0
7305,4174435.0
7306,4197407.0
7307,4172385.0
7308,4112798.0
7309,4032450.0
7310,3977455.0
7311,3953484.0
7312,3908042.0
7313,3919943.0
7314,3995979.0
7315,4065856.0
7316,4017327.0
7317,3927674.0
7318,3719737.0
7319,3477283.0
7320,3266058.0
7321,3150712.0
7322,3084227.0
7323,3034634.0
7324,3045160.0
7325,3106467.0
7326,3212160.0
7327,3400800.0
7328,3545552.0
7329,3601261.0
7330,3637316.0
7331,3666975.0
7332,3633801.0
7333,3609455.0
7334,3591095.0
7335,3557363.0
7336,3569747.0
7337,3627357.0
7338,3734120.0
7339,3823717.0
7340,3753734.0
7341,3645589.0
7342,3495168.0
7343,3314556.0
7344,3151476.0
7345,3063032.0
7346,2998548.0
7347,2949620.0
7348,2942000.0
7349,2990927.0
7350,3054050.0
7351,3200981.0
7352,3317787.0
7353,3429289.0
7354,3489494.0
7355,3510566.0
7356,3506810.0
7357,3499412.0
7358,3502067.0
7359,3461122.0
7360,3504955.0
7361,3577050.0
7362,3785298.0
7363,3851437.0
7364,3818898.0
7365,3756346.0
7366,3640711.0
7367,3461938.0
7368,3344664.0
7369,3226588.0
7370,3168080.0
7371,3148236.0
7372,3168022.0
7373,3261670.0
7374,3510033.0
7375,3882331.0
7376,4104275.0
7377,4138797.0
7378,4152943.0
7379,4157197.0
7380,4101678.0
7381,4078604.0
7382,4087168.0
7383,4059562.0
7384,4043951.0
7385,4051510.0
7386,4210572.0
7387,4288675.0
7388,4211035.0
7389,4114392.0
7390,3944333.0
7391,3699733.0
7392,3503389.0
7393,3370914.0
7394,3307945.0
7395,3273866.0
7396,3292039.0
7397,3371860.0
7398,3622972.0
7399,3996374.0
7400,4180094.0
7401,4206960.0
7402,4230764.0
7403,4214940.0
7404,4225936.0
7405,4193787.0
7406,4172183.0
7407,4134438.0
7408,4107203.0
7409,4130490.0
7410,4286971.0
7411,4396693.0
7412,4387007.0
7413,4262002.0
7414,4103436.0
7415,3897122.0
7416,3678119.0
7417,3570437.0
7418,3489203.0
7419,3442399.0
7420,3453743.0
7421,3534030.0
7422,3766514.0
7423,4098991.0
7424,4285103.0
7425,4339974.0
7426,4383060.0
7427,4413426.0
7428,4386663.0
7429,4348656.0
7430,4310952.0
7431,4305344.0
7432,4253769.0
7433,4286895.0
7434,4365658.0
7435,4392490.0
7436,4344184.0
7437,4250738.0
7438,4093609.0
7439,3857276.0
7440,3646103.0
7441,3534551.0
7442,3448459.0
7443,3396847.0
7444,3415804.0
7445,3478835.0
7446,3733141.0
7447,4088504.0
7448,4258700.0
7449,4283394.0
7450,4327642.0
7451,4332074.0
7452,4270530.0
7453,4225164.0
7454,4238065.0
7455,4198990.0
7456,4219870.0
7457,4221555.0
7458,4365227.0
7459,4494393.0
7460,4447055.0
7461,4325126.0
7462,4179449.0
7463,3947562.0
7464,3743987.0
7465,3622429.0
7466,3543168.0
7467,3510192.0
7468,3507692.0
7469,3570902.0
7470,3788578.0
7471,4126864.0
7472,4269693.0
7473,4316436.0
7474,4312894.0
7475,4282562.0
7476,4219363.0
7477,4177984.0
7478,4150984.0
7479,4119279.0
7480,4090137.0
7481,4111820.0
7482,4250154.0
7483,4296742.0
7484,4221708.0
7485,4141096.0
7486,3969359.0
7487,3769258.0
7488,3565678.0
7489,3392206.0
7490,3279001.0
7491,3234917.0
7492,3209987.0
7493,3236290.0
7494,3308318.0
7495,3459060.0
7496,3622664.0
7497,3734759.0
7498,3805856.0
7499,3769172.0
7500,3735149.0
7501,3703002.0
7502,3644423.0
7503,3611676.0
7504,3558631.0
7505,3617257.0
7506,3822548.0
7507,3890300.0
7508,3808430.0
7509,3744589.0
7510,3623582.0
7511,3427899.0
7512,3255596.0
7513,3127597.0
7514,3032987.0
7515,2981495.0
7516,2957341.0
7517,2977260.0
7518,3040091.0
7519,3168914.0
7520,3331657.0
7521,3405947.0
7522,3519300.0
7523,3594617.0
7524,3606348.0
7525,3621217.0
7526,3605365.0
7527,3591167.0
7528,3602255.0
7529,3712370.0
7530,3919697.0
7531,3996581.0
7532,3962313.0
7533,3893702.0
7534,3761102.0
7535,3574516.0
7536,3407480.0
7537,3340962.0
7538,3268123.0
7539,3259826.0
7540,3304489.0
7541,3414901.0
7542,3668129.0
7543,4015685.0
7544,4203195.0
7545,4287948.0
7546,4381219.0
7547,4410968.0
7548,4398801.0
7549,4389051.0
7550,4377181.0
7551,4323542.0
7552,4281489.0
7553,4291950.0
7554,4479956.0
7555,4552189.0
7556,4531436.0
7557,4436175.0
7558,4266337.0
7559,4014797.0
7560,3795012.0
7561,3680435.0
7562,3624457.0
7563,3570711.0
7564,3575594.0
7565,3665799.0
7566,3870335.0
7567,4178077.0
7568,4366544.0
7569,4410913.0
7570,4410606.0
7571,4401284.0
7572,4393432.0
7573,4336461.0
7574,4361600.0
7575,4316487.0
7576,4319658.0
7577,4376735.0
7578,4564841.0
7579,4666608.0
7580,4607827.0
7581,4532911.0
7582,4329243.0
7583,4107748.0
7584,3898585.0
7585,3776924.0
7586,3701828.0
7587,3661326.0
7588,3677508.0
7589,3761986.0
7590,3981253.0
7591,4304095.0
7592,4517249.0
7593,4542731.0
7594,4603330.0
7595,4591600.0
7596,4578977.0
7597,4517866.0
7598,4532616.0
7599,4485138.0
7600,4440142.0
7601,4472674.0
7602,4652404.0
7603,4690832.0
7604,4642877.0
7605,4524766.0
7606,4381001.0
7607,4103165.0
7608,3897444.0
7609,3739460.0
7610,3628209.0
7611,3591509.0
7612,3577234.0
7613,3641852.0
7614,3856544.0
7615,4189596.0
7616,4371781.0
7617,4422339.0
7618,4446296.0
7619,4473847.0
7620,4481774.0
7621,4453305.0
7622,4426174.0
7623,4385945.0
7624,4319632.0
7625,4331628.0
7626,4487683.0
7627,4520052.0
7628,4484264.0
7629,4384271.0
7630,4238016.0
7631,4010978.0
7632,3760999.0
7633,3612879.0
7634,3538717.0
7635,3483079.0
7636,3465553.0
7637,3528633.0
7638,3725869.0
7639,4026148.0
7640,4207546.0
7641,4231950.0
7642,4267275.0
7643,4275291.0
7644,4262137.0
7645,4216942.0
7646,4194453.0
7647,4107515.0
7648,4027347.0
7649,4006243.0
7650,4182358.0
7651,4258038.0
7652,4229240.0
7653,4153153.0
7654,4024644.0
7655,3792787.0
7656,3580792.0
7657,3423865.0
7658,3343541.0
7659,3293738.0
7660,3289799.0
7661,3324953.0
7662,3423848.0
7663,3551447.0
7664,3678613.0
7665,3802677.0
7666,3847382.0
7667,3848714.0
7668,3864333.0
7669,3792983.0
7670,3728870.0
7671,3656025.0
7672,3653253.0
7673,3713649.0
7674,3960243.0
7675,4013201.0
7676,4008812.0
7677,3921378.0
7678,3790894.0
7679,3609178.0
7680,3441187.0
7681,3270617.0
7682,3220733.0
7683,3177297.0
7684,3168206.0
7685,3201601.0
7686,3269631.0
7687,3390584.0
7688,3520158.0
7689,3574808.0
7690,3593603.0
7691,3621245.0
7692,3662752.0
7693,3690311.0
7694,3659081.0
7695,3660215.0
7696,3646324.0
7697,3776326.0
7698,3975665.0
7699,4017370.0
7700,3989633.0
7701,3915959.0
7702,3795316.0
7703,3621307.0
7704,3467327.0
7705,3368981.0
7706,3318128.0
7707,3297681.0
7708,3321636.0
7709,3424547.0
7710,3670548.0
7711,4038098.0
7712,4247198.0
7713,4306523.0
7714,4317639.0
7715,4300293.0
7716,4273453.0
7717,4239721.0
7718,4229604.0
7719,4178879.0
7720,4157283.0
7721,4211663.0
7722,4381068.0
7723,4416882.0
7724,4394769.0
7725,4320780.0
7726,4173827.0
7727,3935420.0
7728,3720415.0
7729,3577560.0
7730,3491907.0
7731,3444704.0
7732,3436081.0
7733,3516189.0
7734,3708163.0
7735,4049780.0
7736,4274504.0
7737,4330334.0
7738,4351083.0
7739,4370516.0
7740,4328639.0
7741,4307520.0
7742,4315063.0
7743,4250150.0
7744,4255276.0
7745,4258080.0
7746,4444891.0
7747,4440410.0
7748,4419935.0
7749,4330346.0
7750,4192108.0
7751,3918334.0
7752,3690912.0
7753,3573353.0
7754,3483626.0
7755,3417197.0
7756,3425821.0
7757,3515097.0
7758,3739996.0
7759,4069278.0
7760,4299453.0
7761,4341981.0
7762,4347912.0
7763,4353914.0
7764,4314365.0
7765,4296300.0
7766,4290868.0
7767,4262587.0
7768,4192583.0
7769,4237875.0
7770,4376047.0
7771,4398286.0
7772,4338216.0
7773,4263269.0
7774,4129888.0
7775,3922472.0
7776,3729148.0
7777,3553379.0
7778,3450984.0
7779,3411494.0
7780,3401056.0
7781,3482638.0
7782,3705398.0
7783,4032667.0
7784,4305624.0
7785,4334297.0
7786,4356611.0
7787,4367006.0
7788,4357060.0
7789,4375251.0
7790,4352456.0
7791,4311309.0
7792,4301541.0
7793,4305524.0
7794,4384290.0
7795,4361194.0
7796,4288574.0
7797,4197797.0
7798,4084753.0
7799,3833385.0
7800,3630481.0
7801,3493336.0
7802,3414822.0
7803,3360736.0
7804,3373329.0
7805,3446236.0
7806,3698311.0
7807,4059788.0
7808,4282192.0
7809,4301504.0
7810,4332692.0
7811,4317927.0
7812,4298302.0
7813,4228012.0
7814,4193408.0
7815,4107978.0
7816,4060281.0
7817,4082879.0
7818,4205518.0
7819,4270285.0
7820,4224409.0
7821,4186656.0
7822,4105808.0
7823,3877151.0
7824,3661598.0
7825,3505868.0
7826,3417733.0
7827,3361449.0
7828,3364624.0
7829,3379832.0
7830,3456785.0
7831,3578093.0
7832,3704848.0
7833,3785877.0
7834,3843566.0
7835,3855426.0
7836,3823633.0
7837,3803377.0
7838,3770163.0
7839,3754553.0
7840,3737742.0
7841,3812016.0
7842,4041003.0
7843,4082762.0
7844,4007499.0
7845,3927817.0
7846,3822596.0
7847,3636080.0
7848,3451076.0
7849,3311619.0
7850,3233613.0
7851,3186481.0
7852,3165799.0
7853,3184410.0
7854,3259098.0
7855,3367817.0
7856,3496188.0
7857,3560497.0
7858,3608366.0
7859,3620294.0
7860,3607694.0
7861,3625253.0
7862,3601911.0
7863,3593343.0
7864,3598589.0
7865,3707672.0
7866,3984542.0
7867,4034404.0
7868,4023201.0
7869,3955687.0
7870,3812344.0
7871,3628803.0
7872,3450991.0
7873,3347242.0
7874,3275334.0
7875,3216579.0
