Hour,DTE 2019 kWh,CE 2019 kWh,CE+DTE 2019 kWh,Zone 7 Overall 2019 kWh
1277,4469887.46,3290878.0,7760765.46,8842715.39655847
1278,4576536.4,3367073.0,7943609.4,9051050.119690975
1279,4734384.52,3494106.0,8228490.52,9375647.310392937
1280,4878140.75,3642714.0,8520854.75,9708770.852310149
1281,5010928.95,3716228.0,8727156.95,9943834.216830881
1282,5121505.26,3755569.0,8877074.26,10114651.916731792
1283,5192151.02,3775847.0,8967998.02,10218251.611453785
1284,5164499.38,3757954.0,8922453.379999999,10166357.466290593
1285,5076853.470000001,3695584.0,8772437.47,9995427.420288956
1286,5053345.12,3686105.0,8739450.120000001,9957841.211912978
1287,4969470.17,3661419.0,8630889.17,9834145.477390673
1288,4919946.45,3644115.0,8564061.45,9758001.11874375
1289,4942193.489999999,3728612.0,8670805.489999998,9879626.642780503
1290,5057389.09,3822766.0,8880155.09,10118162.253826192
1291,5235435.14,3940694.0,9176129.14,10455398.870807627
1292,5223070.82,3923766.0,9146836.82,10422022.82685939
1293,5168109.05,3852177.0,9020286.05,10277829.261405949
1294,5027213.39,3742293.0,8769506.39,9992087.710259303
1295,4771784.19,3542108.0,8313892.19,9472955.065161861
1296,4543991.13,3367079.0,7911070.13,9013974.459396278
1297,4368674.13,3206112.0,7574786.13,8630808.169969944
1298,4282080.64,3107372.0,7389452.64,8419636.821735317
1299,4191177.85,3050783.0,7241960.85,8251582.790335821
1300,4108721.44,3018396.0,7127117.4399999995,8120728.740560133
1301,4052049.95,3022542.0,7074591.95,8060880.525647738
1302,4096395.6,3056513.0,7152908.6,8150115.518037506
1303,4161969.57,3175964.0,7337933.57,8360935.334639305
1304,4257998.58,3322969.0,7580967.58,8637851.393137785
1305,4522112.39,3435302.0,7957414.39,9066779.701811645
1306,4738064.7700000005,3548733.0,8286797.7700000005,9442083.336576622
1307,4927716.02,3627868.0,8555584.02,9748341.82660683
1308,4965389.87,3718553.0,8683942.870000001,9894595.54153092
1309,4954911.37,3741264.0,8696175.370000001,9908533.40843927
1310,4941655.11,3781868.0,8723523.11,9939693.773071531
1311,4927278.91,3781242.0,8708520.91,9922600.074568981
1312,4949124.47,3802355.0,8751479.469999999,9971547.60711379
1313,5080582.05,3853676.0,8934258.05,10179807.858226584
1314,5217657.75,3924542.0,9142199.75,10416739.290010447
1315,5387678.37,4097841.0,9485519.370000001,10807922.054824295
1316,5412517.74,4127098.0,9539615.74,10869560.150494423
1317,5330968.59,4053539.0,9384507.59,10692827.941125903
1318,5194078.38,3960228.0,9154306.379999999,10430533.739031384
1319,4969953.57,3787192.0,8757145.57,9978003.633902216
1320,4852434.08,3725285.0,8577719.08,9773562.796996232
1321,4709308.14,3595554.0,8304862.14,9462666.11073098
1322,4651290.26,3547316.0,8198606.26,9341596.802439982
1323,4600200.49,3545776.0,8145976.49,9281629.769562231
1324,4614782.82,3570584.0,8185366.82,9326511.6152206
1325,4731357.69,3655019.0,8386376.69,9555544.831270041
1326,5059843.77,3900521.0,8960364.77,10209554.1888028
1327,5581227.6,4233078.0,9814305.6,11182545.289243931
1328,5859087.94,4463266.0,10322353.940000001,11761422.063895743
1329,5971964.98,4504764.0,10476728.98,11937318.958356502
1330,6080219.13,4545810.0,10626029.129999999,12107433.45826222
1331,6121289.73,4600617.0,10721906.73,12216677.621621473
1332,6086030.01,4579143.0,10665173.01,12152034.495639408
1333,5960292.819999999,4565620.0,10525912.82,11993359.654531576
1334,5913969.0,4515975.0,10429944.0,11884011.553937959
1335,5831520.5600000005,4447067.0,10278587.56,11711554.090913909
1336,5742334.88,4410344.0,10152678.879999999,11568092.131016416
1337,5787619.23,4385794.0,10173413.23,11591717.114521928
1338,5898679.62,4405702.0,10304381.620000001,11740944.172688363
1339,6118223.11,4595893.0,10714116.11,12207800.88958031
1340,6203319.36,4683816.0,10887135.36,12404941.235305432
1341,6107606.1,4623732.0,10731338.1,12227423.845191749
1342,5876016.54,4486849.0,10362865.54,11807581.498928998
1343,5564274.57,4214539.0,9778813.57,11142105.216450376
1344,5307911.55,4019126.0,9327037.55,10627345.842721034
1345,5090001.95,3857578.0,8947579.95,10194987.001424324
1346,5022103.98,3764761.0,8786864.98,10011866.309657352
1347,4944788.12,3736760.0,8681548.120000001,9891866.93276094
1348,4874641.12,3729696.0,8604337.120000001,9803891.732118338
1349,4933150.3,3823710.0,8756860.3,9977678.59361667
1350,5154628.21,4057573.0,9212201.21,10496499.848593745
1351,5632121.66,4410518.0,10042639.66,11442712.036754519
1352,5954884.029999999,4569920.0,10524804.03,11992096.285028258
1353,6066824.58,4602636.0,10669460.58,12156919.807719542
1354,6162955.17,4602199.0,10765154.17,12265954.307731986
1355,6190470.41,4619773.0,10810243.41,12317329.564312298
1356,6187588.41,4547282.0,10734870.41,12231448.604370907
1357,6157538.78,4492040.0,10649578.780000001,12134266.230584988
1358,6131587.13,4445190.0,10576777.129999999,12051315.099711632
1359,6047718.34,4443823.0,10491541.34,11954196.350735702
1360,5967586.12,4431628.0,10399214.120000001,11848997.535744658
1361,5939977.96,4427014.0,10366991.96,11812283.194638623
1362,6022892.13,4460315.0,10483207.129999999,11944700.245298035
1363,6198184.62,4593510.0,10791694.620000001,12296194.835816003
1364,6259042.12,4673051.0,10932093.120000001,12456166.681892604
1365,6149891.19,4603794.0,10753685.190000001,12252886.40527423
1366,5947120.73,4458088.0,10405208.73,11855827.871027507
1367,5635735.850000001,4192890.0,9828625.850000001,11198861.96519687
1368,5328083.69,3984102.0,9312185.690000001,10610423.443536775
1369,5102409.1,3868164.0,8970573.1,10221185.690531516
1370,5003545.27,3789051.0,8792596.27,10018396.614765313
1371,4917451.96,3748712.0,8666163.96,9874338.024150535
1372,4862904.82,3731452.0,8594356.82,9792520.05068728
1373,4960250.42,3799166.0,8759416.42,9980591.069427973
1374,5214815.04,4029773.0,9244588.04,10533401.816803297
1375,5682843.58,4349591.0,10032434.58,11431084.238117358
1376,5947017.319999999,4546689.0,10493706.32,11956663.156629775
1377,6015946.71,4553697.0,10569643.71,12043187.189753624
1378,6154916.850000001,4565304.0,10720220.850000001,12214756.708393317
1379,6243218.12,4598611.0,10841829.120000001,12353318.726150498
1380,6207875.18,4572772.0,10780647.18,12283607.241424179
1381,6195921.87,4493964.0,10689885.870000001,12180192.644309321
1382,6157749.9,4442822.0,10600571.9,12078427.164896576
1383,6085358.26,4377096.0,10462454.26,11921054.159867724
1384,5954183.49,4362909.0,10317092.49,11755427.10049129
1385,5904615.78,4370162.0,10274777.780000001,11707213.17886894
1386,5988944.67,4387049.0,10375993.67,11822539.858111138
1387,6162217.99,4535059.0,10697276.99,12188614.180942358
1388,6222623.74,4633911.0,10856534.74,12370074.497608887
1389,6128360.36,4560386.0,10688746.36,12178894.272045208
1390,5920869.04,4342841.0,10263710.04,11694602.454397552
1391,5583213.54,4123630.0,9706843.54,11060101.644038359
1392,5353915.29,3915500.0,9269415.29,10561690.302901834
1393,5189004.95,3778198.0,8967202.95,10217345.698529784
1394,5078931.93,3703727.0,8782658.93,10007073.882507555
1395,4998408.4,3674847.0,8673255.4,9882418.101559777
1396,4990712.74,3660540.0,8651252.74,9857347.989423282
1397,5084737.2700000005,3771351.0,8856088.27,10090740.211392738
1398,5354202.24,3982690.0,9336892.24,10638574.402512005
1399,5775954.71,4350359.0,10126313.71,11538051.319205584
1400,5987866.87,4532228.0,10520094.870000001,11986730.607911553
1401,6030412.44,4539949.0,10570361.440000001,12044004.980492732
1402,6035396.91,4521160.0,10556556.91,12028275.922501942
1403,6000312.22,4501146.0,10501458.219999999,11965495.770607851
1404,5937873.42,4416341.0,10354214.42,11797724.302185228
1405,5883398.09,4372684.0,10256082.09,11685911.070634335
1406,5868272.779999999,4331815.0,10200087.78,11622110.437860584
1407,5826752.84,4284151.0,10110903.84,11520493.116292443
1408,5769043.12,4221286.0,9990329.120000001,11383108.738620538
1409,5739486.08,4204329.0,9943815.08,11330110.046702312
1410,5756742.359999999,4254223.0,10010965.36,11406621.934337582
1411,5962912.22,4393822.0,10356734.219999999,11800595.394524133
1412,6076275.100000001,4553527.0,10629802.100000001,12111732.42852253
1413,5932029.3,4490851.0,10422880.3,11875963.083839409
1414,5719031.12,4351339.0,10070370.120000001,11474308.477448354
1415,5410977.34,4112503.0,9523480.34,10851175.269422444
1416,5130401.94,3899982.0,9030383.940000001,10289334.926386546
1417,4942405.0,3769985.0,8712390.0,9927008.565186307
1418,4836913.23,3687413.0,8524326.23,9712726.301009517
1419,4817228.8,3640243.0,8457471.8,9636551.508647071
1420,4822269.99,3655473.0,8477742.99,9659648.76172648
1421,4926966.51,3732587.0,8659553.51,9866805.992897373
1422,5151578.16,3942641.0,9094219.16,10362069.592270482
1423,5586803.91,4282011.0,9868814.91,11244653.894030035
1424,5815418.67,4408649.0,10224067.67,11649433.431140525
1425,5881920.7700000005,4441385.0,10323305.77,11762506.59116812
1426,5865404.15,4403563.0,10268967.15,11700592.472750511
1427,5837121.47,4364554.0,10201675.469999999,11623919.472147256
1428,5771936.39,4282789.0,10054725.39,11456482.672048224
1429,5706185.77,4204539.0,9910724.77,11292406.524385856
1430,5665301.34,4144240.0,9809541.34,11177116.830482699
1431,5574414.890000001,4078875.0,9653289.89,10999081.930475608
1432,5480790.82,4027106.0,9507896.82,10833419.207478965
1433,5416583.37,3997342.0,9413925.370000001,10726346.935802309
1434,5447751.7,4023624.0,9471375.7,10791806.576381158
1435,5661590.5,4136013.0,9797603.5,11163514.702945959
1436,5703106.0,4185816.0,9888922.0,11267564.169471214
1437,5634493.53,4141093.0,9775586.530000001,11138428.285812492
1438,5458825.13,4023130.0,9481955.129999999,10803860.914194869
1439,5187023.67,3776221.0,8963244.67,10212835.58368605
1440,4905941.87,3560507.0,8466448.870000001,9646780.096988535
1441,4687654.48,3398103.0,8085757.48,9213015.45959022
1442,4597828.44,3310580.0,7908408.44,9010941.695777128
1443,4516230.17,3253666.0,7769896.17,8853119.04428042
1444,4483114.6,3239559.0,7722673.6,8799313.044220721
1445,4512518.82,3285313.0,7797831.82,8884949.281083874
1446,4609702.2700000005,3364372.0,7974074.2700000005,9085762.182101782
1447,4768847.21,3523677.0,8292524.21,9448608.11553257
1448,4855222.35,3643817.0,8499039.35,9683914.106612016
1449,5027618.42,3721943.0,8749561.42,9969362.156419039
1450,5150338.94,3822797.0,8973135.940000001,10224105.823196746
1451,5160089.13,3810456.0,8970545.129999999,10221153.821155883
1452,5128990.8,3780012.0,8909002.8,10151031.703455515
1453,5090419.22,3739705.0,8830124.219999999,10061156.440838741
1454,5137715.8,3690548.0,8828263.8,10059036.654502865
1455,5130565.92,3628022.0,8758587.92,9979647.065934528
1456,5091947.1,3614625.0,8706572.1,9920379.575536922
1457,5095246.19,3639095.0,8734341.190000001,9952020.031746693
1458,5150495.91,3698101.0,8848596.91,10082204.460022002
1459,5307483.38,3816158.0,9123641.379999999,10395593.645939657
1460,5369952.3100000005,3936041.0,9305993.31,10603367.76658718
1461,5299081.26,3874913.0,9173994.26,10452966.361238422
1462,5164067.06,3772273.0,8936340.059999999,10182180.127041776
1463,4978229.13,3654721.0,8632950.129999999,9836493.761566715
1464,4746671.090000001,3491179.0,8237850.090000001,9386311.72412516
1465,4550694.260000001,3374349.0,7925043.260000001,9029895.622382838
1466,4463547.96,3314009.0,7777556.96,8861847.846359538
1467,4420724.899999999,3283545.0,7704269.899999999,8778343.633125588
1468,4373575.78,3284070.0,7657645.78,8725219.514647849
1469,4401294.84,3277854.0,7679148.84,8749720.376156311
1470,4466558.85,3344197.0,7810755.85,8899675.086116329
1471,4554533.34,3459275.0,8013808.34,9131035.689511312
1472,4618956.56,3509197.0,8128153.56,9261322.095230995
1473,4730017.41,3609133.0,8339150.41,9501734.603988906
1474,4829628.99,3663422.0,8493050.99,9677090.89265908
1475,4899126.07,3693888.0,8593014.07,9790990.104168482
1476,4926630.01,3729402.0,8656032.01,9862793.550770435
1477,4980868.33,3726877.0,8707745.33,9921716.368800187
1478,4966923.53,3725110.0,8692033.530000001,9903814.142984483
1479,4976924.18,3702129.0,8679053.18,9889024.1662239
1480,5006961.0600000005,3679291.0,8686252.06,9897226.662142903
1481,5080100.72,3734170.0,8814270.719999999,10043092.760231217
1482,5132847.7,3841200.0,8974047.7,10225144.694198776
1483,5323556.2,4041220.0,9364776.2,10670345.743068535
1484,5436143.600000001,4239434.0,9675577.600000001,11024476.832226839
1485,5433663.02,4231656.0,9665319.02,11012788.07500561
1486,5356563.85,4141597.0,9498160.85,10822325.91877398
1487,5187966.46,3933443.0,9121409.46,10393050.567753673
1488,5037438.63,3836091.0,8873529.629999999,10110613.119987106
1489,4872136.61,3714033.0,8586169.61,9783191.438929198
1490,4809525.93,3679561.0,8489086.93,9672574.19200944
1491,4788622.47,3679361.0,8467983.469999999,9648528.63985038
1492,4780081.16,3673418.0,8453499.16,9632025.031835726
1493,4913554.71,3777444.0,8690998.71,9902635.05584497
1494,5216257.76,4011141.0,9227398.76,10513816.131384099
1495,5648634.77,4371470.0,10020104.77,11417035.494950773
1496,5870059.43,4566054.0,10436113.43,11891041.081364108
1497,5960815.67,4599753.0,10560568.67,12032846.973141488
1498,6009922.29,4639201.0,10649123.29,12133747.239454957
1499,6132936.13,4660363.0,10793299.129999999,12298023.03502574
1500,6182753.3100000005,4628390.0,10811143.31,12318354.921878686
1501,6158836.18,4615370.0,10774206.18,12276268.283667654
1502,6201965.16,4577871.0,10779836.16,12282683.154866239
1503,6138814.3,4519268.0,10658082.3,12143955.250001501
1504,6063248.89,4498283.0,10561531.89,12033944.478325503
1505,6087364.7700000005,4491610.0,10578974.77,12053819.118827306
1506,6130096.4,4516448.0,10646544.4,12130808.819214512
1507,6332437.55,4651115.0,10983552.55,12514800.214410042
1508,6441720.04,4752058.0,11193778.04,12754333.825721115
1509,6329779.88,4715572.0,11045351.879999999,12585215.161196487
1510,6077967.359999999,4542309.0,10620276.36,12100878.678567609
1511,5762965.86,4295889.0,10058854.86,11461187.842966843
1512,5500188.15,4103501.0,9603689.15,10942566.213109927
1513,5280677.04,3957267.0,9237944.04,10525831.558251156
1514,5197098.3,3891895.0,9088993.3,10356115.180567097
1515,5139535.98,3854672.0,8994207.98,10248115.575006058
1516,5117586.64,3844276.0,8961862.64,10211260.881033009
1517,5224906.95,3913225.0,9138131.95,10412104.386678355
1518,5492004.9,4127460.0,9619464.9,10960541.304373316
1519,5931346.43,4463248.0,10394594.43,11843733.801889937
1520,6164786.350000001,4621995.0,10786781.350000001,12290596.593155487
1521,6288734.07,4652886.0,10941620.07,12467021.810536994
1522,6355429.23,4637556.0,10992985.23,12525547.930611068
1523,6384072.51,4669525.0,11053597.51,12594610.337449543
1524,6300183.88,4593055.0,10893238.879999999,12411895.664034838
1525,6226811.96,4586151.0,10812962.96,12320428.254355267
1526,6196686.54,4530797.0,10727483.54,12223031.91024221
1527,6149244.38,4447487.0,10596731.379999999,12074051.227302555
1528,6069554.41,4391530.0,10461084.41,11919493.335262418
1529,6061549.25,4428318.0,10489867.25,11952288.871184293
1530,6106841.86,4470574.0,10577415.86,12052042.876840623
1531,6255148.96,4600041.0,10855189.96,12368542.238082135
1532,6370615.88,4744776.0,11115391.879999999,12665019.63274857
1533,6290564.39,4698208.0,10988772.39,12520747.766848454
1534,6073754.88,4531855.0,10605609.879999999,12084167.503725672
1535,5745221.71,4256053.0,10001274.71,11395580.283820078
1536,5508156.36,4058987.0,9567143.36,10900925.472698685
1537,5290238.06,3948984.0,9239222.059999999,10527287.750580296
1538,5198878.69,3885698.0,9084576.690000001,10351082.838661019
1539,5106685.16,3821182.0,8927867.16,10172525.99644478
1540,5089681.34,3842787.0,8932468.34,10177768.639768824
1541,5175501.31,3910295.0,9085796.309999999,10352472.489283437
1542,5424121.14,4119028.0,9543149.14,10873586.151633518
1543,5883424.17,4458090.0,10341514.17,11783253.47494609
1544,6080740.06,4645877.0,10726617.059999999,12222044.631851139
1545,6140253.64,4653634.0,10793887.64,12298693.590844603
1546,6196328.66,4655355.0,10851683.66,12364547.11502955
1547,6226814.76,4599281.0,10826095.76,12335391.934595117
1548,6224565.640000001,4577530.0,10802095.64,12308045.890994512
1549,6207974.850000001,4542065.0,10750039.850000001,12248732.858267838
1550,6173843.13,4539302.0,10713145.129999999,12206694.542553073
1551,6152232.09,4494640.0,10646872.09,12131182.193390451
1552,6092780.12,4457998.0,10550778.120000001,12021691.49528663
1553,6047145.25,4441955.0,10489100.25,11951414.941577205
1554,6049226.7700000005,4431345.0,10480571.77,11941697.482417546
1555,6128240.67,4523655.0,10651895.67,12136906.124675427
1556,6278528.57,4658939.0,10937467.57,12462290.398941904
1557,6161968.96,4609373.0,10771341.96,12273004.754776895
1558,5947655.62,4437101.0,10384756.620000001,11832524.4753868
1559,5583792.71,4166345.0,9750137.71,11109431.57490838
1560,5274641.67,3960215.0,9234856.67,10522313.769397134
1561,5082244.25,3828524.0,8910768.25,10153043.27975908
1562,4974371.63,3758178.0,8732549.629999999,9949978.705375277
1563,4940215.3100000005,3724129.0,8664344.31,9872264.691673955
1564,4926138.75,3730978.0,8657116.75,9864029.517396241
1565,5045888.94,3786227.0,8832115.940000001,10063425.832073463
1566,5290169.62,4016054.0,9306223.620000001,10603630.184745992
1567,5709026.38,4391484.0,10100510.379999999,11508650.6750746
1568,5903742.53,4510240.0,10413982.530000001,11865824.8509319
1569,5968827.12,4564281.0,10533108.120000001,12001558.071352802
1570,6014753.94,4531519.0,10546272.940000001,12016558.235590072
1571,6024218.52,4497882.0,10522100.52,11989015.871166384
1572,5993671.46,4397997.0,10391668.46,11840399.914259624
1573,5939407.04,4355248.0,10294655.04,11729861.583069442
1574,5880191.0,4320407.0,10200598.0,11622691.789052408
1575,5805569.19,4296260.0,10101829.190000001,11510153.344051296
1576,5749917.75,4254078.0,10003995.75,11398680.671588095
1577,5768802.859999999,4225487.0,9994289.86,11387621.656419724
1578,5824250.61,4244406.0,10068656.61,11472356.082244908
1579,5977470.47,4399032.0,10376502.469999999,11823119.591336804
1580,6077111.76,4556390.0,10633501.76,12115947.868431471
1581,6006447.5600000005,4513212.0,10519659.56,11986234.61013155
1582,5815196.98,4354691.0,10169887.98,11587700.399597041
1583,5507267.12,4156740.0,9664007.120000001,11011293.27937127
1584,5242541.72,3940198.0,9182739.719999999,10462931.05018445
1585,5033367.9,3823371.0,8856738.9,10091481.547533887
1586,5004977.899999999,3760585.0,8765562.899999999,9987594.447330676
1587,4953884.99,3722241.0,8676125.99,9885688.888509987
1588,4973613.0200000005,3728087.0,8701700.02,9914828.265289072
1589,5030934.050000001,3816635.0,8847569.05,10081033.303195482
1590,5218133.8,4032679.0,9250812.8,10540494.387938915
1591,5636627.32,4373094.0,10009721.32,11405204.459254922
1592,5863690.54,4513741.0,10377431.54,11824178.185574166
1593,5933256.64,4514336.0,10447592.64,11904120.64001467
1594,5920550.41,4441502.0,10362052.41,11806655.00821008
1595,5906484.67,4376966.0,10283450.67,11717095.180629065
1596,5819568.26,4280870.0,10100438.26,11508568.500624452
1597,5769690.96,4223962.0,9993652.96,11386895.964416135
1598,5680442.0,4146391.0,9826833.0,11196819.16898296
1599,5553726.449999999,4040926.0,9594652.45,10932269.681584017
1600,5466066.72,3957529.0,9423595.719999999,10737365.456240252
1601,5402987.92,3940092.0,9343079.92,10645624.724221505
1602,5390940.83,3951702.0,9342642.83,10645126.698286744
1603,5512336.22,4040219.0,9552555.219999999,10884303.559454426
1604,5664865.33,4184693.0,9849558.33,11222712.700557727
1605,5562194.21,4147949.0,9710143.21,11063861.330226915
1606,5466154.53,4051113.0,9517267.530000001,10844096.314269625
1607,5186955.39,3828487.0,9015442.39,10272310.333269482
1608,4968925.22,3624040.0,8592965.219999999,9790934.44385387
1609,4726267.19,3454984.0,8181251.19,9321822.213774942
1610,4620903.7,3392111.0,8013014.7,9130131.405947598
1611,4557251.91,3346248.0,7903499.91,9005348.853933215
1612,4526554.65,3337903.0,7864457.65,8960863.603683373
1613,4545980.39,3356484.0,7902464.39,9004168.96920475
1614,4674743.74,3451571.0,8126314.74,9259226.9202113
1615,4831035.94,3602434.0,8433469.940000001,9609203.482468216
1616,4876051.319999999,3667331.0,8543382.32,9734439.0536123
1617,5034786.93,3746465.0,8781251.93,10005470.72871724
1618,5109518.64,3735086.0,8844604.64,10077655.616537662
1619,5108687.11,3715098.0,8823785.11,10053933.577851014
1620,5101347.22,3714718.0,8816065.219999999,10045137.436476223
1621,5035731.7,3648056.0,8683787.7,9894418.738848869
1622,4975186.2700000005,3619040.0,8594226.27,9792371.300348029
1623,4963053.57,3607718.0,8570771.57,9765646.715269322
1624,4985593.38,3643388.0,8628981.379999999,9831971.717071107
1625,5008514.44,3689536.0,8698050.440000001,9910669.887172468
1626,5164410.100000001,3803326.0,8967736.100000001,10217953.1764568
1627,5326481.91,3907347.0,9233828.91,10521142.726511892
1628,5397636.57,3966241.0,9363877.57,10669321.832556387
1629,5333187.77,3922083.0,9255270.77,10545573.855957832
1630,5208718.93,3779767.0,8988485.93,10241595.79807224
1631,4980652.45,3571920.0,8552572.45,9744910.40524201
1632,4722388.02,3376433.0,8098821.02,9227900.224100493
1633,4499419.99,3206016.0,7705435.99,8779672.29098156
1634,4418077.95,3119020.0,7537097.95,8587865.775785767
1635,4437877.95,3074476.0,7512353.95,8559672.14580169
1636,4457677.95,3067661.0,7525338.95,8574467.420831727
1637,4072958.73,3111868.0,7184826.73,8186483.443474124
1638,4210416.57,3184819.0,7395235.57,8426225.966119565
1639,4301564.58,3328551.0,7630115.58,8693851.252758598
1640,4415618.99,3437950.0,7853568.99,8948456.925253756
1641,4519565.73,3498650.0,8018215.73,9136057.5260315
1642,4635479.26,3594978.0,8230457.26,9377888.239096254
1643,4839122.79,3686186.0,8525308.79,9713845.842436817
1644,4904710.73,3741471.0,8646181.73,9851570.015789853
1645,5039988.31,3784648.0,8824636.309999999,10054903.446014706
1646,5031714.78,3764694.0,8796408.780000001,10022740.637407191
1647,5070649.03,3775894.0,8846543.030000001,10079864.242888488
1648,5086589.02,3797825.0,8884414.02,10123014.933124125
1649,5083934.06,3827064.0,8910998.059999999,10153305.128211495
1650,5161170.74,3851793.0,9012963.74,10269486.127766734
1651,5198244.0,3980802.0,9179046.0,10458722.378387459
1652,5287838.92,4050882.0,9338720.92,10640658.023886045
1653,5310026.59,3942162.0,9252188.59,10542061.980656171
1654,5193361.55,3759859.0,8953220.55,10201413.9731867
1655,4970260.2,3580438.0,8550698.2,9742774.860827297
1656,4767578.43,3510921.0,8278499.43,9432628.1018756
1657,4673613.33,3455375.0,8128988.33,9262273.24284261
1658,4484309.66,3402886.0,7887195.66,8986771.58301227
1659,4409394.69,3427167.0,7836561.69,8929078.590173407
1660,4485376.8,3479507.0,7964883.8,9075290.443071723
1661,4592920.29,3670740.0,8263660.29,9415720.196021982
1662,4863003.100000001,3978507.0,8841510.100000001,10074129.658093963
1663,5354459.55,4287765.0,9642224.55,10986473.94059491
1664,5718412.5,4354482.0,10072894.5,11477184.788297819
1665,5752923.64,4394145.0,10147068.64,11561699.751826236
1666,5784642.46,4389775.0,10174417.46,11592861.347024309
1667,5817897.75,4373223.0,10191120.75,11611893.289223496
1668,5785237.64,4335944.0,10121181.64,11532203.773027424
1669,5723685.0,4302097.0,10025782.0,11423504.20340351
1670,5734152.6,4252823.0,9986975.6,11379287.695053441
1671,5712974.7,4192991.0,9905965.7,11286983.979176983
1672,5545382.98,4144578.0,9689960.98,11040865.439308973
1673,5516965.83,4122405.0,9639370.83,10983222.375538405
1674,5449918.79,4116516.0,9566434.79,10900118.1189807
1675,5473856.16,4197052.0,9670908.16,11019156.412586
1676,5602196.08,4399598.0,10001794.08,11396172.060638895
1677,5770750.54,4292164.0,10062914.54,11465813.494267108
1678,5628241.61,4071453.0,9699694.61,11051956.061788034
1679,5338582.32,3852474.0,9191056.32,10472407.09056295
1680,5070480.53,3698335.0,8768815.530000001,9991300.535541765
1681,4827438.09,3645176.0,8472614.09,9653804.827486852
1682,4701704.32,3609264.0,8310968.32,9469623.570298398
1683,4651004.7,3592800.0,8243804.7,9393096.482896557
1684,4676555.91,3655178.0,8331733.91,9493284.149059352
1685,4727081.06,3802453.0,8529534.059999999,9718660.169100365
1686,5050182.66,4132117.0,9182299.66,10462429.640193714
1687,5509466.5,4394415.0,9903881.5,11284609.21504779
1688,5842314.99,4447513.0,10289827.99,11724361.58057936
1689,5851764.24,4462695.0,10314459.24,11752426.74177178
1690,5793807.51,4407774.0,10201581.51,11623812.412921857
1691,5745886.97,4331857.0,10077743.969999999,11482710.33642257
1692,5689090.38,4225954.0,9915044.379999999,11297328.343251662
1693,5612208.81,4179970.0,9792178.809999999,11157333.741798272
1694,5629929.42,4151564.0,9781493.42,11145158.671805726
1695,5517742.78,4081188.0,9598930.780000001,10937144.465490008
1696,5376339.970000001,4009202.0,9385541.97,10694006.52692379
1697,5264946.37,3976374.0,9241320.370000001,10529678.591823908
1698,5246456.04,3942358.0,9188814.04,10469852.208060496
1699,5204835.3,4061326.0,9266161.3,10557982.66508936
1700,5370014.07,4260672.0,9630686.07,10973326.848948503
1701,5549546.34,4208985.0,9758531.34,11118995.384253806
1702,5352694.0600000005,3948769.0,9301463.06,10598205.941812068
1703,5105245.1,3721128.0,8826373.1,10056882.366747817
1704,4865019.82,3559480.0,8424499.82,9598982.813045617
1705,4709592.45,3484278.0,8193870.45,9336200.75997252
1706,4587074.66,3434281.0,8021355.66,9139635.20242157
1707,4457692.39,3395515.0,7853207.39,8948044.913590232
1708,4379072.78,3437914.0,7816986.78,8906774.687428838
1709,4511041.87,3614209.0,8125250.87,9258014.733130345
1710,4707718.37,3909502.0,8617220.370000001,9818571.071897369
1711,5244108.11,4188660.0,9432768.11,10747816.594687134
1712,5651893.85,4295175.0,9947068.85,11333817.433843974
1713,5691076.78,4333598.0,10024674.780000001,11422242.622778269
1714,5737590.66,4360888.0,10098478.66,11506335.70732843
1715,5798776.11,4310623.0,10109399.11,11518778.60769052
1716,5791744.67,4285348.0,10077092.67,11481968.236874858
1717,5769104.149999999,4239254.0,10008358.149999999,11403651.245927026
1718,5738185.21,4218950.0,9957135.21,11345287.173139421
1719,5621361.47,4157037.0,9778398.469999999,11141632.246202784
1720,5488891.75,4104256.0,9593147.75,10930555.20716448
1721,5284276.95,4043683.0,9327959.95,10628396.83707511
1722,5232390.09,4013764.0,9246154.09,10535186.194197275
1723,5233716.71,4087954.0,9321670.71,10621230.796603037
1724,5370730.69,4199308.0,9570038.690000001,10904224.44872123
1725,5486050.0,4103143.0,9589193.0,10926049.11444788
1726,5276726.82,3889211.0,9165937.82,10443786.750490407
1727,4984372.23,3639206.0,8623578.23,9825815.29887484
1728,4660187.34,3485018.0,8145205.34,9280751.111392079
1729,4524621.93,3389698.0,7914319.93,9017677.32306918
1730,4358600.37,3334515.0,7693115.37,8765634.01901848
1731,4328072.19,3298694.0,7626766.19,8690034.914966311
1732,4319258.74,3358641.0,7677899.74,8748297.135644952
1733,4372473.51,3493853.0,7866326.51,8962993.006663166
1734,4617335.05,3810736.0,8428071.05,9603051.918170417
1735,5087507.02,4081894.0,9169401.02,10447732.764851902
1736,5453336.37,4167361.0,9620697.370000001,10961945.596450042
1737,5548446.71,4178033.0,9726479.71,11082475.34721022
1738,5559847.08,4181313.0,9741160.08,11099202.348495755
1739,5626919.8,4147034.0,9773953.8,11136567.932373924
1740,5524147.78,4157877.0,9682024.780000001,11031822.831554381
1741,5532548.17,4148146.0,9680694.17,11030306.71750681
1742,5549687.57,4161545.0,9711232.57,11065102.560939793
1743,5537400.03,4107355.0,9644755.030000001,10989357.201862374
1744,5435602.17,4072283.0,9507885.17,10833405.933320003
1745,5275769.85,4085303.0,9361072.85,10666126.09872641
